D,seed,step,train,excess
5000,0,1,0.9534032940864564,0.7921134233474731
5000,0,2,0.8755147457122803,0.7133752107620239
5000,0,3,0.8002570271492004,0.6380531787872314
5000,0,4,0.7269732356071472,0.5647382140159607
5000,0,5,0.6547743678092957,0.492416501045227
5000,0,6,0.5845219492912292,0.4217132925987243
5000,0,7,0.518476128578186,0.3554891347885132
5000,0,8,0.4595142602920532,0.2961952686309814
5000,0,9,0.4108645915985107,0.247411772608757
5000,0,10,0.3747403025627136,0.2108650356531143
5000,0,11,0.3529981076717376,0.1884906888008117
5000,0,12,0.3462053537368774,0.18084616959095
5000,0,13,0.3511191606521606,0.1852492392063141
5000,0,14,0.3624122738838196,0.1965592354536056
5000,0,15,0.3747437596321106,0.2093521058559417
5000,0,16,0.3806588649749756,0.2162024080753326
5000,0,17,0.3785412609577179,0.2150714695453643
5000,0,18,0.3680444061756134,0.2060879021883011
5000,0,19,0.3537972569465637,0.1935694068670272
5000,0,20,0.3369848132133484,0.1786876022815704
5000,0,21,0.3225966989994049,0.1658625155687332
5000,0,22,0.3121604323387146,0.1566734910011291
5000,0,24,0.3012970089912414,0.1484262943267822
5000,0,25,0.2985553443431854,0.1467145383358001
5000,0,26,0.2972720563411712,0.1462891399860382
5000,0,28,0.2964138686656952,0.1462543308734893
5000,0,30,0.2947512567043304,0.1445951759815216
5000,0,31,0.2926936149597168,0.142621174454689
5000,0,33,0.2835304141044616,0.133648544549942
5000,0,35,0.2696413993835449,0.1196157783269882
5000,0,37,0.2595257461071014,0.1095115691423416
5000,0,39,0.2556540369987488,0.1054165586829185
5000,0,41,0.2518454790115356,0.1019023358821868
5000,0,44,0.2452565729618072,0.0967752337455749
5000,0,46,0.2428403049707412,0.0951750800013542
5000,0,49,0.2321449518203735,0.0855949819087982
5000,0,52,0.2216794192790985,0.076805979013443
5000,0,55,0.2147731184959411,0.072087824344635
5000,0,58,0.2112869173288345,0.0704410523176193
5000,0,61,0.2059903740882873,0.0666735619306564
5000,0,64,0.2025104314088821,0.0642572790384292
5000,0,68,0.1948285698890686,0.0576456785202026
5000,0,72,0.1880009919404983,0.0520867779850959
5000,0,76,0.1840651184320449,0.0483319833874702
5000,0,80,0.1826447248458862,0.0467012524604797
5000,0,85,0.1805228590965271,0.0460570268332958
5000,0,90,0.1735797673463821,0.0422410741448402
5000,0,95,0.1710638552904129,0.0417910851538181
5000,0,100,0.1693143248558044,0.0412390455603599
5000,0,106,0.1697027683258056,0.0429648011922836
5000,0,112,0.1652577072381973,0.0376163870096206
5000,0,118,0.1665413379669189,0.0390279814600944
5000,0,125,0.1637649685144424,0.0415885895490646
5000,0,132,0.160949245095253,0.037386804819107
5000,0,139,0.1602975279092788,0.0354205891489982
5000,0,147,0.1591512858867645,0.0369987227022647
5000,0,156,0.1587901711463928,0.037887092679739
5000,0,165,0.158438354730606,0.0393557399511337
5000,0,174,0.155827984213829,0.0364463105797767
5000,0,184,0.1559911966323852,0.0382676757872104
5000,0,194,0.1532991230487823,0.0374589189887046
5000,0,205,0.1541571170091629,0.0386654436588287
5000,0,217,0.1538853347301483,0.0395270399749279
5000,0,229,0.150118350982666,0.0362187139689922
5000,0,242,0.1514956653118133,0.0406119599938392
5000,0,256,0.1507725268602371,0.0394478663802146
5000,0,270,0.1484773755073547,0.0388284660875797
5000,0,285,0.1510011255741119,0.0426507778465747
5000,0,301,0.1460060477256775,0.0397078841924667
5000,0,318,0.1459128856658935,0.0412776097655296
5000,0,336,0.1439664959907531,0.0396340563893318
5000,0,355,0.140373095870018,0.0401666015386581
5000,0,376,0.1364403963088989,0.0411865152418613
5000,0,397,0.1350511461496353,0.0409031808376312
5000,0,419,0.1389047056436538,0.0461009033024311
5000,0,443,0.1288094669580459,0.0398230999708175
5000,0,468,0.1247215941548347,0.0402641966938972
5000,0,494,0.1201862394809722,0.0409290418028831
5000,0,522,0.1206027716398239,0.0459173358976841
5000,0,552,0.1115793958306312,0.0441854782402515
5000,0,583,0.1057877913117408,0.0467223525047302
5000,0,616,0.1004301384091377,0.0484440624713897
5000,0,651,0.0945042073726654,0.0520551539957523
5000,0,687,0.0901388823986053,0.0568943843245506
5000,0,726,0.0806289911270141,0.0582185089588165
5000,0,767,0.0753478333353996,0.0616573020815849
5000,0,811,0.068484365940094,0.0697926953434944
5000,0,856,0.0630376785993576,0.0737009495496749
5000,0,905,0.0575721450150013,0.083344466984272
5000,0,956,0.0499752573668956,0.0901950374245643
5000,0,1010,0.0434813573956489,0.095795452594757
5000,0,1067,0.0362626574933528,0.1028270795941352
5000,0,1127,0.0308001488447189,0.1106839329004287
5000,0,1191,0.028287123888731,0.1210867017507553
5000,0,1258,0.0208994932472705,0.1247268542647361
5000,0,1329,0.0172948464751243,0.1344464719295501
5000,0,1404,0.0133136278018355,0.1421995162963867
5000,0,1483,0.0100726326927542,0.1483837217092514
5000,0,1567,0.0074700163677334,0.1563590168952942
5000,0,1656,0.0056329355575144,0.1617007702589035
5000,0,1749,0.0042398427613079,0.1660423427820205
5000,0,1848,0.0028135091997683,0.1712077409029007
5000,0,1952,0.0016555176116526,0.1747537553310394
5000,0,2062,0.0012352864723652,0.1785994619131088
5000,0,2179,0.0008171811932697,0.1815883517265319
5000,0,2302,0.0004664392326958,0.1826416999101638
5000,0,2432,0.0003885943442583,0.1843152195215225
5000,0,2569,0.0002798173227347,0.1850487887859344
5000,0,2714,0.0001891170395538,0.1863253116607666
5000,0,2867,0.000231769750826,0.1862570941448211
5000,0,3029,0.0012856383109465,0.1859672665596008
5000,0,3200,0.0020951172336935,0.1831326633691787
5000,0,3381,0.0022595094051212,0.1817190945148468
5000,0,3572,0.0010851230472326,0.1794207394123077
5000,0,3773,0.0012575783766806,0.178636372089386
5000,0,3986,0.0015052928356453,0.1768192499876022
5000,0,4211,0.0012353172060102,0.1760934144258499
5000,0,4449,0.0017607862828299,0.1734518706798553
5000,0,4700,0.0012163663050159,0.1730979979038238
5000,0,4965,0.0021421166602522,0.1712059080600738
5000,0,5246,0.0020166600588709,0.1696735024452209
5000,0,5542,0.0011297533055767,0.1661783754825592
5000,0,5854,0.0008524775621481,0.1655679494142532
5000,0,6185,0.0018245878163725,0.164686381816864
5000,0,6534,0.0012781880795955,0.1613905280828476
5000,0,6903,0.0013446699595078,0.1597906500101089
5000,0,7292,0.0013496038736775,0.1561484038829803
5000,0,7704,0.0008674354758113,0.1536974012851715
5000,0,8139,0.0009737705113366,0.1524238288402557
5000,0,8598,0.0009718967485241,0.1504539549350738
5000,0,9084,0.0016809602966532,0.1475220918655395
5000,0,9596,0.0005510442424565,0.1457252353429794
5000,0,10138,0.0013766328338533,0.1433977782726287
5000,0,10710,0.0010766345076262,0.1410020589828491
5000,0,11315,0.000746794627048,0.1376855075359344
5000,0,11953,0.0009138125460594,0.1358485519886016
5000,0,12628,0.0007656456436961,0.1336202025413513
5000,0,13341,0.0005655904533341,0.1319083869457245
5000,0,14094,0.0005436044884845,0.1298420578241348
5000,0,14889,0.0008570949430577,0.1272885650396347
5000,0,15730,0.0003136728191748,0.1250986009836197
5000,0,16617,0.0004620322724804,0.1233245581388473
5000,0,17555,0.0005122508737258,0.1217043995857238
5000,0,18546,0.0003481179010123,0.1194128766655922
5000,0,19593,0.000309172872221,0.1172070652246475
5000,0,20699,0.0004895370220765,0.1155543103814125
5000,0,21867,0.0002323761291336,0.1134720966219902
5000,0,23101,0.0004971093148924,0.1124465838074684
5000,0,24405,0.0004655185330193,0.11060381680727
5000,0,25783,0.0004475706082303,0.1085157245397567
5000,0,27238,0.0004595296340994,0.107720248401165
5000,0,28775,0.0001654956577112,0.1056621670722961
5000,0,30399,0.0004714223032351,0.1048787236213684
5000,0,32115,0.000246919284109,0.1038384139537811
5000,0,33928,0.0004425605293363,0.1024177595973014
5000,0,35843,0.0003060649032704,0.1010816842317581
5000,0,37866,0.000448542588856,0.0995901674032211
5000,0,40003,0.0008878489607013,0.0989433974027633
5000,0,42261,0.0002791662700474,0.0980746373534202
5000,0,44646,0.0006415905663743,0.0971106737852096
5000,0,47166,0.0001588247832842,0.0960147604346275
5000,0,49828,0.000520706817042,0.0955890864133834
5000,0,52640,0.0002253897255286,0.0946528017520904
5000,0,55611,7.25560457794927e-05,0.0937128439545631
5000,0,58750,0.0002857419603969,0.093665026128292
5000,0,62066,0.0002320354979019,0.0928341299295425
5000,0,65569,0.0002319180202903,0.0921392366290092
5000,0,69270,0.0001226408785441,0.0917728319764137
5000,0,73180,0.0001564060512464,0.0914185941219329
5000,0,77310,0.0002861020329874,0.0903765633702278
5000,0,81673,6.587523239431903e-05,0.0904318839311599
5000,0,86283,8.145154424710199e-05,0.089953489601612
5000,0,91153,0.0001080172442016,0.0896795466542244
5000,0,96298,0.0001001097407424,0.0899229124188423
5000,0,101733,0.0001253021910088,0.0891698598861694
5000,0,107475,0.0001711992954369,0.08927533775568
5000,0,113541,0.0001273304224014,0.0888210833072662
5000,0,119949,0.0001809267705539,0.0889171063899993
5000,0,126719,9.166193194687366e-05,0.0887173563241958
5000,0,133871,5.9542424423852935e-05,0.088856391608715
5000,0,141427,0.0003892746462952,0.0887986943125724
5000,0,149409,0.0002330923598492,0.0891185700893402
5000,0,157842,0.0001532800379209,0.0889526084065437
5000,0,166751,0.0002631160314194,0.0889446288347244
5000,0,176162,0.0001601084368303,0.0890704914927482
5000,0,186105,3.889801155310124e-05,0.0891027897596359
5000,0,196609,9.206760296365246e-05,0.0889893546700477
5000,0,207705,0.0001361569011351,0.0892432779073715
5000,0,219429,0.0001596295187482,0.089713342487812
5000,0,231813,4.101672675460577e-05,0.0893010944128036
5000,0,244897,2.488948666723445e-05,0.0896260514855384
5000,0,258719,3.6772766179637983e-05,0.0894362404942512
5000,0,273321,0.0001203974461532,0.0898537412285804
5000,0,288748,6.751233013346791e-05,0.0900152474641799
5000,0,305045,0.0001744411711115,0.0904574170708656
5000,0,322262,0.0001296168193221,0.0906772091984748
5000,0,340450,5.135649553267285e-05,0.0907246172428131
5000,0,359666,5.293080903356895e-05,0.0907444432377815
5000,0,379965,6.545388896483928e-05,0.0909171029925346
5000,0,401411,9.603096987120809e-05,0.0910010859370231
5000,0,424067,9.492079698247836e-05,0.0915091261267662
5000,0,448001,8.069829345913604e-05,0.0916749536991119
5000,0,473287,3.261132223997265e-05,0.0917099863290786
5000,0,500000,2.3949252863531e-05,0.0921143293380737
5000,1,1,1.0911011695861816,0.9084116220474244
5000,1,2,1.016249656677246,0.8361755609512329
5000,1,3,0.9432230591773988,0.7654826641082764
5000,1,4,0.8727707862854004,0.6981005668640137
5000,1,5,0.8049301505088806,0.6332384943962097
5000,1,6,0.7398076057434082,0.5705564022064209
5000,1,7,0.6767367720603943,0.509280800819397
5000,1,8,0.6170129179954529,0.4508922100067138
5000,1,9,0.5620073080062866,0.3970062434673309
5000,1,10,0.5127484202384949,0.3482407927513122
5000,1,11,0.4709354043006897,0.3064357340335846
5000,1,12,0.4398673474788666,0.2754116356372833
5000,1,13,0.4203016459941864,0.255464494228363
5000,1,14,0.4113721549510956,0.2462988793849945
5000,1,15,0.4130480587482452,0.2476736307144165
5000,1,16,0.4234180748462677,0.2581593692302704
5000,1,17,0.4348846673965454,0.2698307335376739
5000,1,18,0.4403921961784363,0.2759890258312225
5000,1,19,0.4405930042266845,0.2773605287075043
5000,1,20,0.4321528375148773,0.2703320980072021
5000,1,21,0.4193029403686523,0.2587820291519165
5000,1,22,0.4043237268924713,0.2449230849742889
5000,1,24,0.3793220818042755,0.2218514829874038
5000,1,25,0.371776133775711,0.2148808389902115
5000,1,26,0.3669138550758362,0.2105231583118438
5000,1,28,0.3655459582805633,0.2099986523389816
5000,1,30,0.3689715266227722,0.2140394747257232
5000,1,31,0.3696817457675934,0.2151524722576141
5000,1,33,0.3659758865833282,0.2120930850505828
5000,1,35,0.3565944731235504,0.2029719203710556
5000,1,37,0.3443948626518249,0.1913728564977646
5000,1,39,0.3320446014404297,0.1801583617925644
5000,1,41,0.3246827125549316,0.1737043410539627
5000,1,44,0.3221284449100494,0.172846570611
5000,1,46,0.3206896483898163,0.1724793463945388
5000,1,49,0.3127900958061218,0.1659716516733169
5000,1,52,0.3024331927299499,0.1570035070180893
5000,1,55,0.2943708896636963,0.150122657418251
5000,1,58,0.2888330221176147,0.1462239623069763
5000,1,61,0.2849298417568207,0.1439214646816253
5000,1,64,0.2789592742919922,0.1399812400341034
5000,1,68,0.2719700336456299,0.135574609041214
5000,1,72,0.2618001699447632,0.1265867501497268
5000,1,76,0.2559574544429779,0.1220073699951171
5000,1,80,0.2477987557649612,0.115177147090435
5000,1,85,0.2425137162208557,0.1106400713324546
5000,1,90,0.2382867187261581,0.1081939339637756
5000,1,95,0.2247485816478729,0.0959876626729965
5000,1,100,0.2157131135463714,0.0900840684771537
5000,1,106,0.2116790562868118,0.0892023146152496
5000,1,112,0.2026382833719253,0.0800053924322128
5000,1,118,0.1951770335435867,0.0728286579251289
5000,1,125,0.1913669258356094,0.0720890015363693
5000,1,132,0.1864687651395797,0.0688499882817268
5000,1,139,0.1880058646202087,0.0721908137202262
5000,1,147,0.1815541237592697,0.0668951347470283
5000,1,156,0.1707230657339096,0.0564720667898654
5000,1,165,0.1672458797693252,0.0555713474750518
5000,1,174,0.1657086610794067,0.0545924417674541
5000,1,184,0.1694711595773697,0.0603385716676712
5000,1,194,0.1661838442087173,0.0571246184408664
5000,1,205,0.1647609323263168,0.0570214763283729
5000,1,217,0.1717326641082763,0.0674589723348617
5000,1,229,0.1590771675109863,0.0529952906072139
5000,1,242,0.1581289917230606,0.0555040389299392
5000,1,256,0.155559703707695,0.051179714500904
5000,1,270,0.1512084603309631,0.0516179352998733
5000,1,285,0.1526674926280975,0.0525667965412139
5000,1,301,0.1483020484447479,0.0508610755205154
5000,1,318,0.1491758078336715,0.05478460714221
5000,1,336,0.1455784291028976,0.0517874993383884
5000,1,355,0.1421072334051132,0.0489458888769149
5000,1,376,0.1405430287122726,0.0520049519836902
5000,1,397,0.1368209421634674,0.0521144270896911
5000,1,419,0.1358453035354614,0.0520853176712989
5000,1,443,0.1347852051258087,0.0545000210404396
5000,1,468,0.128067061305046,0.0525780841708183
5000,1,494,0.126316949725151,0.0548498816788196
5000,1,522,0.1282089054584503,0.0614655725657939
5000,1,552,0.1187980696558952,0.0573401451110839
5000,1,583,0.114043116569519,0.0591823831200599
5000,1,616,0.1074358895421028,0.0624151490628719
5000,1,651,0.1020153760910034,0.0633178725838661
5000,1,687,0.0970460101962089,0.0698934718966484
5000,1,726,0.0891109108924865,0.0707432180643081
5000,1,767,0.0828932151198387,0.0766062140464782
5000,1,811,0.0768900290131568,0.0826679095625877
5000,1,856,0.0691250041127204,0.0891700237989425
5000,1,905,0.061621855944395,0.0951714515686035
5000,1,956,0.0574992299079895,0.1037551313638687
5000,1,1010,0.0487305261194705,0.1087444871664047
5000,1,1067,0.0438633449375629,0.1192235276103019
5000,1,1127,0.0366546288132667,0.125198632478714
5000,1,1191,0.033097181469202,0.1360731720924377
5000,1,1258,0.0254996102303266,0.1411130577325821
5000,1,1329,0.0207785181701183,0.1487239003181457
5000,1,1404,0.0162697881460189,0.1542654037475586
5000,1,1483,0.0127781154587864,0.1640255004167556
5000,1,1567,0.0097574153915047,0.1711555570363998
5000,1,1656,0.0066215912811458,0.1779679358005523
5000,1,1749,0.0053803459741175,0.1852384954690933
5000,1,1848,0.0037340330891311,0.1902633011341095
5000,1,1952,0.0025977122131735,0.1944229453802108
5000,1,2062,0.0018265208927914,0.1984144747257232
5000,1,2179,0.0011336809257045,0.2016664743423462
5000,1,2302,0.0007292507216334,0.204529270529747
5000,1,2432,0.0004051899013575,0.2058570235967636
5000,1,2569,0.0003897561691701,0.2079876512289047
5000,1,2714,0.0002974317467305,0.2087320536375045
5000,1,2867,0.0005376578192226,0.2088000476360321
5000,1,3029,0.0008651433745399,0.2079446017742157
5000,1,3200,0.0016707465983927,0.2076168209314346
5000,1,3381,0.0023547576274722,0.2071685642004013
5000,1,3572,0.0016416601138189,0.2037850022315979
5000,1,3773,0.0008125106687657,0.2023252099752426
5000,1,3986,0.0013812757097184,0.2021046429872512
5000,1,4211,0.0022020423784852,0.1983641386032104
5000,1,4449,0.0009566326043568,0.1971146464347839
5000,1,4700,0.0009069339721463,0.1964644342660904
5000,1,4965,0.0020239199511706,0.1951414048671722
5000,1,5246,0.0008740099729038,0.1905093193054199
5000,1,5542,0.001255813287571,0.1901595294475555
5000,1,5854,0.0011806525290012,0.1870762109756469
5000,1,6185,0.0009219323401339,0.1844861954450607
5000,1,6534,0.0016265026060864,0.1822484284639358
5000,1,6903,0.0008571566431783,0.1812055706977844
5000,1,7292,0.0013996325433254,0.177280455827713
5000,1,7704,0.0007273593801073,0.1767348200082779
5000,1,8139,0.0017236124258488,0.1739747822284698
5000,1,8598,0.0008545268792659,0.1695899665355682
5000,1,9084,0.0011139801936224,0.1681202501058578
5000,1,9596,0.0014441293897107,0.1650043576955795
5000,1,10138,0.0006223933887667,0.1629409790039062
5000,1,10710,0.0006882035522721,0.160162478685379
5000,1,11315,0.0005070727784186,0.1576643586158752
5000,1,11953,0.0014212162932381,0.1559221893548965
5000,1,12628,0.0006637753103859,0.1534607708454132
5000,1,13341,0.0003673053870443,0.1503411829471588
5000,1,14094,0.0011599382851272,0.1471944600343704
5000,1,14889,0.0010927660623565,0.14594167470932
5000,1,15730,0.000545262126252,0.1426752507686615
5000,1,16617,0.0004015082959085,0.1409023702144622
5000,1,17555,0.000574764853809,0.1379131227731704
5000,1,18546,0.0002424152335152,0.1357346624135971
5000,1,19593,0.0002767245168797,0.1332807689905166
5000,1,20699,0.0004638423561118,0.1314921230077743
5000,1,21867,0.0003306525177322,0.1295301914215088
5000,1,23101,0.001367725431919,0.1286113709211349
5000,1,24405,0.0005494462093338,0.1251585632562637
5000,1,25783,0.0003883757744915,0.1231891363859176
5000,1,27238,0.0005872921901755,0.1221939846873283
5000,1,28775,0.0005471418844535,0.1188332289457321
5000,1,30399,0.0003853282250929,0.1176107376813888
5000,1,32115,0.0002622400643303,0.1157866418361663
5000,1,33928,0.0005477641243487,0.1149452552199363
5000,1,35843,0.0003906585043296,0.1133243069052696
5000,1,37866,0.0001289338397327,0.1117079257965087
5000,1,40003,0.0002698030439205,0.109863556921482
5000,1,42261,0.0002313584991497,0.109154112637043
5000,1,44646,0.000228322649491,0.1081413552165031
5000,1,47166,0.0002431306784274,0.1067805737257003
5000,1,49828,0.0001978985965251,0.105453111231327
5000,1,52640,0.0002529494522605,0.1049794405698776
5000,1,55611,0.0003193062730133,0.1041591316461563
5000,1,58750,0.0005259274621494,0.1030412316322326
5000,1,62066,0.0002576921833679,0.1016860976815223
5000,1,65569,0.0001363097253488,0.100914865732193
5000,1,69270,0.0002799554204102,0.1001229435205459
5000,1,73180,0.0003250863810535,0.0994525626301765
5000,1,77310,0.0001848171959863,0.0987906455993652
5000,1,81673,0.0001218705147039,0.0982425510883331
5000,1,86283,0.0001598079252289,0.0976574495434761
5000,1,91153,0.0001257005351362,0.0972904711961746
5000,1,96298,0.0001775552227627,0.0971319675445556
5000,1,101733,4.9201804358744994e-05,0.0965083092451095
5000,1,107475,0.0001692389778327,0.0961468592286109
5000,1,113541,0.0001880882191471,0.0958218649029731
5000,1,119949,0.0001036955727613,0.0956864207983017
5000,1,126719,0.0003786020970437,0.0951291918754577
5000,1,133871,0.0001580391690367,0.0949814766645431
5000,1,141427,0.0002298752806382,0.094777375459671
5000,1,149409,0.0002209538943134,0.0943521112203598
5000,1,157842,0.0001462754007661,0.0943987369537353
5000,1,166751,0.0001210673435707,0.0945678427815437
5000,1,176162,9.95869777398184e-05,0.0944040045142173
5000,1,186105,0.0001255071838386,0.0944403111934661
5000,1,196609,6.202606164151803e-05,0.0942179039120674
5000,1,207705,4.877744140685536e-05,0.0939691141247749
5000,1,219429,9.760957618709654e-05,0.0939752906560897
5000,1,231813,4.530350997811183e-05,0.0939135253429412
5000,1,244897,0.0002625760098453,0.0944812893867492
5000,1,258719,9.547441004542634e-05,0.0943399742245674
5000,1,273321,7.818422454874963e-05,0.0942836254835128
5000,1,288748,9.92311179288663e-05,0.0943217128515243
5000,1,305045,7.778335566399619e-05,0.0948468819260597
5000,1,322262,0.0002186696219723,0.0952072963118553
5000,1,340450,0.0001512573217041,0.0945889949798584
5000,1,359666,6.136955926194787e-05,0.0951402932405471
5000,1,379965,3.859713251586072e-05,0.0953460335731506
5000,1,401411,2.470392792019993e-05,0.0957050770521164
5000,1,424067,1.938126479217317e-05,0.0957665741443634
5000,1,448001,0.0001092109814635,0.0960772857069969
5000,1,473287,0.0001636679080547,0.0963567271828651
5000,1,500000,6.479753210442141e-05,0.0965053737163543
10000,0,1,0.9580975770950316,0.8039419054985046
10000,0,2,0.8850088119506836,0.730825662612915
10000,0,3,0.8119721412658691,0.6580603122711182
